btag|packed
101575715_493605|05-21~17,9,2,0,0 07-23~1,0,0,0,0 05-30~2,0,0,0,0 2026-06~14,7,1,1,1 05-24~14,12,9,5,2 05-17~10,10,8,7,6 2026-05~103,102,71,44,38 06-04~6,4,0,0,0 07-16~2,1,1,0,0 07-24~1,0,0,0,0 2026-08~1,0,0,0,0 06-01~2,1,0,0,0 07-21~3,2,0,0,0 07-18~1,0,0,0,0 05-16~8,8,7,3,3 05-31~4,1,0,0,0 05-26~7,3,2,1,1 all~107,106,74,47,42 05-29~3,2,0,0,0 06-03~3,1,1,1,1 05-20~25,22,17,7,5 07-20~1,0,0,0,0 05-25~23,16,7,5,4 07-26~1,0,0,0,0 06-23~1,0,0,0,0 08-19~1,0,0,0,0 05-23~6,4,2,1,0 07-22~2,0,0,0,0 05-28~4,2,0,0,0 07-14~3,2,0,0,0 06-07~2,1,0,0,0 07-07~1,1,1,0,0 06-10~2,0,0,0,0 05-22~15,11,8,6,5 07-30~1,0,0,0,0 2026-07~6,5,2,1,1 05-19~10,6,2,1,1 06-05~2,0,0,0,0 2026-06M~2,1,0,0,0 06-08~1,1,0,0,0 07-10~1,0,0,0,0 05-18~21,18,7,4,4 06-06~3,2,0,0,0 06-11~1,0,0,0,0 05-27~4,3,0,0,0 07-12~1,0,0,0,0 07-28~1,0,0,0,0 06-02~1,1,0,0,0
101575747_470737|07-28~11,10,8,6,4 07-16~11,7,6,4,4 07-11~7,5,4,4,4 08-31~1,0,0,0,0 2026-05~2,2,0,0,0 08-04~5,2,0,0,0 2026-08M~4,2,0,0,0 07-15~8,4,3,3,3 07-12~7,6,2,2,2 08-19~1,0,0,0,0 07-23~3,0,0,0,0 07-10~8,7,7,5,5 08-03~1,0,0,0,0 2026-08~11,4,0,0,0 07-29~7,4,0,0,0 07-17~7,3,1,1,1 all~108,105,68,57,55 07-22~13,11,8,6,6 07-20~25,20,5,4,4 2026-07~106,102,68,57,55 06-10~1,1,0,0,0 07-25~5,2,0,0,0 08-09~2,0,0,0,0 07-21~4,4,1,0,0 07-13~9,8,4,3,3 08-05~1,0,0,0,0 08-07~1,1,0,0,0 07-19~12,5,0,0,0 08-06~1,0,0,0,0 08-21~1,0,0,0,0 08-10~2,0,0,0,0 08-22~1,0,0,0,0 05-22~1,1,0,0,0 07-14~7,5,2,2,1 07-31~1,0,0,0,0 07-26~13,11,5,5,2 07-27~7,4,0,0,0 08-02~1,0,0,0,0 07-24~10,8,5,4,4 08-01~4,2,0,0,0 07-30~2,0,0,0,0 05-31~1,1,0,0,0 07-18~10,8,7,6,4 08-08~1,0,0,0,0 2026-06~1,1,0,0,0
101578548_492625|05-31~12,4,3,2,0 2026-05~32,32,26,15,9 06-21~2,1,0,0,0 06-23~3,0,0,0,0 08-14~3,0,0,0,0 08-13~4,2,2,1,0 05-20~1,1,0,0,0 05-23~8,7,5,2,0 06-08~7,1,0,0,0 07-10~2,1,0,0,0 08-30~1,0,0,0,0 05-14~4,2,1,0,0 05-13~2,1,1,1,0 2026-06M~16,10,6,1,0 05-07~1,0,0,0,0 05-15~2,2,1,0,0 06-14~7,2,0,0,0 07-06~3,1,0,0,0 05-19~1,1,0,0,0 05-12~1,0,0,0,0 05-24~10,8,7,4,2 08-17~1,1,0,0,0 08-10~3,1,0,0,0 06-03~11,5,2,0,0 05-18~1,0,0,0,0 06-11~5,1,0,0,0 07-09~4,2,1,0,0 06-29~2,1,0,0,0 2026-09M~3,1,0,0,0 06-30~2,0,0,0,0 09-01~1,1,0,0,0 08-12~1,0,0,0,0 07-01~3,1,0,0,0 06-19~2,1,0,0,0 06-10~7,2,0,0,0 07-08~3,1,1,0,0 08-18~1,0,0,0,0 08-15~2,1,0,0,0 08-03~1,0,0,0,0 08-08~2,0,0,0,0 05-21~1,1,0,0,0 08-05~1,0,0,0,0 08-22~1,0,0,0,0 05-25~17,11,5,3,0 05-26~8,3,1,1,1 05-16~1,1,0,0,0 2026-09~3,1,0,0,0 all~38,38,33,23,18 08-06~1,0,0,0,0 07-22~1,0,0,0,0 08-27~2,1,0,0,0 06-04~9,2,0,0,0 06-06~5,0,0,0,0 06-13~4,1,0,0,0 05-30~4,2,1,1,1 07-30~1,0,0,0,0 06-28~1,1,0,0,0 06-25~5,2,1,0,0 08-23~1,0,0,0,0 05-28~3,0,0,0,0 2026-08M~1,0,0,0,0 08-31~1,1,0,0,0 05-22~1,1,0,0,0 2026-06~28,19,9,6,2 06-09~4,2,0,0,0 07-11~1,1,0,0,0 08-09~1,0,0,0,0 08-11~2,0,0,0,0 06-24~5,1,0,0,0 06-27~2,1,0,0,0 07-07~3,1,0,0,0 07-05~2,1,0,0,0 07-04~1,1,0,0,0 05-29~6,4,2,0,0 06-17~3,1,0,0,0 07-18~3,1,0,0,0 08-29~2,1,0,0,0 07-20~1,0,0,0,0 08-16~1,0,0,0,0 2026-07~10,3,2,1,0 08-24~1,0,0,0,0 06-07~3,1,0,0,0 06-15~5,1,0,0,0 06-18~4,1,0,0,0 2026-08~7,5,2,1,0 08-26~2,1,0,0,0 06-16~4,2,0,0,0 07-03~1,1,0,0,0 06-05~8,1,0,0,0 05-27~2,0,0,0,0 07-19~1,1,0,0,0 06-01~13,8,5,0,0 2026-07M~4,1,0,0,0 06-02~7,3,1,1,0 08-28~2,1,0,0,0 07-02~3,1,0,0,0 06-26~2,1,0,0,0 09-02~3,1,0,0,0 06-22~3,1,0,0,0 07-14~1,0,0,0,0 06-20~1,0,0,0,0 06-12~5,1,0,0,0 08-07~1,0,0,0,0 08-01~1,0,0,0,0
101578548_497396|08-28~2,0,0,0,0 2026-09~8,4,0,0,0 07-15~2,1,1,1,1 07-13~1,0,0,0,0 06-13~2,0,0,0,0 2026-07M~4,0,0,0,0 07-23~1,0,0,0,0 08-24~5,2,2,2,0 06-29~7,1,1,1,1 05-26~1,0,0,0,0 08-25~1,0,0,0,0 06-15~10,4,2,1,0 2026-05~1,0,0,0,0 all~85,75,55,47,39 2026-07~17,9,3,1,1 06-17~2,0,0,0,0 06-27~5,1,1,0,0 08-22~2,0,0,0,0 07-16~2,0,0,0,0 06-03~11,11,4,2,0 08-27~1,0,0,0,0 08-18~3,0,0,0,0 2026-08~32,22,19,17,13 06-22~5,1,0,0,0 06-05~3,2,2,1,0 06-18~7,3,2,1,1 06-10~5,2,0,0,0 07-08~8,5,1,0,0 07-07~5,1,1,0,0 06-30~5,1,1,0,0 06-25~11,1,1,0,0 06-23~4,0,0,0,0 2026-09M~8,4,0,0,0 06-09~8,3,1,0,0 07-11~1,0,0,0,0 07-04~1,0,0,0,0 06-12~6,4,3,1,1 06-16~5,1,0,0,0 08-20~1,0,0,0,0 2026-06~53,49,33,27,23 08-29~2,0,0,0,0 06-07~1,0,0,0,0 08-31~4,1,1,1,1 06-28~2,0,0,0,0 08-13~3,0,0,0,0 08-17~7,1,1,1,1 08-21~2,0,0,0,0 08-30~1,0,0,0,0 06-24~5,1,0,0,0 06-20~2,1,1,1,0 06-14~7,2,2,2,2 06-08~8,3,2,1,0 07-10~4,0,0,0,0 07-01~3,0,0,0,0 06-19~2,0,0,0,0 07-03~2,1,0,0,0 07-05~3,0,0,0,0 06-04~17,12,8,6,3 08-16~3,0,0,0,0 06-26~6,1,1,1,1 06-21~3,0,0,0,0 08-15~5,0,0,0,0 08-10~11,10,10,3,1 08-26~1,0,0,0,0 07-14~1,0,0,0,0 08-07~1,0,0,0,0 06-06~5,3,2,1,0 08-11~14,6,3,3,2 08-12~7,3,2,1,0 09-02~3,0,0,0,0 08-14~12,4,0,0,0 07-17~2,1,0,0,0 08-23~1,0,0,0,0 08-19~1,0,0,0,0 09-01~8,4,0,0,0 06-11~4,0,0,0,0 07-09~5,0,0,0,0 07-02~3,0,0,0,0 07-06~3,0,0,0,0
101644135_471394|2026-08~79,65,41,12,0 07-22~2,1,1,0,0 07-03~6,3,3,0,0 05-28~6,1,0,0,0 08-19~6,5,5,1,0 09-01~4,3,2,0,0 08-01~7,2,1,0,0 2026-05M~7,5,0,0,0 05-20~3,3,2,0,0 07-30~7,3,3,0,0 06-28~3,2,1,0,0 06-11~8,0,0,0,0 07-09~3,1,0,0,0 08-29~4,1,1,1,0 05-03~2,1,0,0,0 07-07~7,4,3,1,0 06-18~5,3,3,1,0 07-27~7,6,4,2,0 07-17~4,2,1,0,0 07-14~2,2,2,0,0 08-26~1,0,0,0,0 07-06~6,3,0,0,0 08-25~2,2,2,1,0 05-24~5,3,2,0,0 08-07~3,1,0,0,0 2026-06~100,79,53,20,0 06-14~5,5,2,1,0 05-15~6,4,2,0,0 06-12~3,1,0,0,0 05-27~7,4,1,0,0 07-01~3,0,0,0,0 06-19~7,5,4,3,0 08-05~4,3,2,0,0 07-28~7,6,1,1,0 06-30~8,2,2,0,0 06-09~6,4,1,0,0 07-11~5,4,2,0,0 07-04~8,0,0,0,0 08-11~2,0,0,0,0 05-08~3,1,0,0,0 2026-09~7,6,5,2,0 07-12~1,0,0,0,0 06-13~2,1,1,0,0 05-22~5,5,3,0,0 08-30~2,2,1,1,0 08-17~8,6,4,1,0 05-05~3,2,0,0,0 08-21~2,1,0,0,0 06-17~5,3,3,2,0 05-12~3,3,0,0,0 06-10~6,1,1,0,0 07-08~7,5,2,1,0 08-02~5,4,2,0,0 06-27~5,4,3,1,0 07-16~2,2,1,0,0 07-15~5,3,2,0,0 08-22~3,2,2,1,0 06-24~4,2,0,0,0 08-31~3,1,1,1,0 2026-08M~11,6,3,0,0 all~312,303,158,57,0 07-05~9,4,4,0,0 07-25~2,1,0,0,0 05-31~7,4,2,0,0 05-06~6,5,0,0,0 08-04~4,0,0,0,0 05-18~5,4,3,2,0 06-21~3,3,1,0,0 07-23~3,1,0,0,0 05-23~7,2,1,1,0 07-26~4,4,1,1,0 08-15~4,3,1,0,0 06-23~8,3,3,1,0 05-25~7,5,3,1,0 07-31~3,1,1,0,0 06-29~5,3,3,1,0 05-02~5,4,0,0,0 07-19~1,1,0,0,0 06-01~10,6,0,0,0 2026-05~104,97,27,8,0 06-16~7,2,1,0,0 05-14~3,3,2,2,0 05-16~4,1,0,0,0 07-20~4,3,1,0,0 06-05~6,3,3,1,0 06-20~4,2,2,1,0 05-21~6,5,1,0,0 05-17~5,3,1,0,0 06-22~3,2,2,1,0 06-25~8,5,4,0,0 2026-06M~12,8,2,0,0 08-18~1,0,0,0,0 08-06~4,1,1,1,0 05-04~5,4,0,0,0 08-12~2,0,0,0,0 05-30~3,1,1,1,0 2026-07M~18,5,0,0,0 08-28~1,1,0,0,0 07-21~2,0,0,0,0 09-02~4,3,3,2,0 08-09~5,4,2,2,0 08-16~2,2,1,1,0 05-01~3,2,0,0,0 06-04~5,2,2,0,0 08-23~4,3,2,0,0 06-26~6,4,4,2,0 06-07~3,2,2,0,0 06-02~3,2,2,0,0 06-15~4,2,0,0,0 05-13~7,6,1,0,0 08-14~6,5,4,0,0 05-26~4,4,1,0,0 06-03~5,2,1,0,0 05-10~6,5,0,0,0 08-24~1,1,0,0,0 07-18~2,1,1,1,0 08-13~4,1,0,0,0 06-08~4,3,1,0,0 07-10~5,1,1,0,0 06-06~3,3,2,0,0 08-20~2,2,1,0,0 07-29~6,3,1,0,0 05-09~6,4,0,0,0 07-13~1,0,0,0,0 07-24~2,0,0,0,0 05-11~10,9,0,0,0 05-29~3,0,0,0,0 08-03~3,2,2,0,0 05-07~3,2,0,0,0 07-02~16,5,0,0,0 08-10~4,2,2,1,0 2026-07~96,68,35,10,0 08-08~10,9,5,0,0 05-19~2,2,1,0,0 2026-09M~7,6,5,2,0
101769693_493604|06-04~3,0,0,0,0 08-21~1,0,0,0,0 06-25~1,0,0,0,0 08-13~2,0,0,0,0 05-16~10,7,4,2,2 08-27~1,0,0,0,0 06-15~2,1,0,0,0 06-16~1,0,0,0,0 08-17~1,0,0,0,0 06-08~2,0,0,0,0 07-10~5,4,3,1,0 06-21~1,0,0,0,0 06-26~2,0,0,0,0 08-05~1,0,0,0,0 07-19~2,0,0,0,0 06-01~3,1,0,0,0 07-29~2,0,0,0,0 06-09~3,0,0,0,0 07-11~2,0,0,0,0 08-18~1,0,0,0,0 06-20~2,0,0,0,0 05-21~19,11,6,5,4 08-14~1,0,0,0,0 05-19~14,9,6,2,1 08-01~1,0,0,0,0 07-16~1,0,0,0,0 06-11~3,0,0,0,0 07-09~3,0,0,0,0 06-22~1,0,0,0,0 08-22~1,0,0,0,0 07-13~2,0,0,0,0 08-03~1,0,0,0,0 05-24~13,3,0,0,0 08-29~1,0,0,0,0 07-31~1,0,0,0,0 06-29~1,0,0,0,0 05-25~10,3,0,0,0 07-01~1,0,0,0,0 06-19~2,0,0,0,0 07-28~2,0,0,0,0 06-30~1,0,0,0,0 07-02~2,0,0,0,0 08-09~1,0,0,0,0 08-02~2,0,0,0,0 08-07~1,0,0,0,0 2026-09M~2,0,0,0,0 06-14~2,0,0,0,0 all~93,92,57,42,34 06-10~3,0,0,0,0 07-08~1,0,0,0,0 06-13~2,0,0,0,0 06-23~1,0,0,0,0 08-25~2,0,0,0,0 06-03~3,0,0,0,0 08-10~1,0,0,0,0 08-30~1,0,0,0,0 07-14~2,0,0,0,0 05-31~3,0,0,0,0 05-26~11,6,3,2,0 07-07~3,1,0,0,0 06-05~4,1,0,0,0 07-18~2,0,0,0,0 07-05~3,0,0,0,0 2026-06~10,5,0,0,0 08-04~2,0,0,0,0 06-17~2,0,0,0,0 07-27~1,0,0,0,0 07-30~2,0,0,0,0 06-28~1,0,0,0,0 05-28~7,2,0,0,0 06-06~5,2,0,0,0 07-23~1,0,0,0,0 07-06~2,0,0,0,0 07-15~2,0,0,0,0 2026-07M~2,0,0,0,0 05-29~7,4,3,3,3 07-04~2,0,0,0,0 05-22~14,9,3,1,1 07-03~2,0,0,0,0 2026-05~89,88,54,41,34 08-08~1,0,0,0,0 08-15~1,0,0,0,0 08-26~2,0,0,0,0 08-12~2,0,0,0,0 08-16~1,0,0,0,0 06-07~3,0,0,0,0 2026-08~5,0,0,0,0 08-24~1,0,0,0,0 08-31~2,0,0,0,0 08-28~1,0,0,0,0 07-22~2,0,0,0,0 06-18~2,0,0,0,0 08-11~1,0,0,0,0 07-21~1,0,0,0,0 05-20~14,10,1,1,1 07-12~2,0,0,0,0 2026-08M~2,0,0,0,0 08-19~1,0,0,0,0 09-01~2,0,0,0,0 08-20~1,0,0,0,0 05-18~8,3,0,0,0 07-25~1,0,0,0,0 05-23~26,19,11,7,5 2026-07~9,5,3,1,0 05-30~3,1,0,0,0 06-12~1,0,0,0,0 09-02~1,0,0,0,0 08-06~1,0,0,0,0 07-26~2,0,0,0,0 07-20~2,0,0,0,0 08-23~1,0,0,0,0 07-17~1,0,0,0,0 2026-06M~5,2,0,0,0 06-02~4,1,0,0,0 05-17~22,18,12,6,6 06-24~2,0,0,0,0 05-15~9,9,6,6,5 05-27~5,0,0,0,0 2026-09~2,0,0,0,0
101826048_472512|05-14~1,1,0,0,0 2026-09M~1,1,0,0,0 2026-06~2,2,0,0,0 05-01~1,1,0,0,0 2026-07~5,5,2,1,0 2026-05~7,7,1,0,0 08-21~1,1,0,0,0 all~25,25,6,2,0 06-30~1,1,0,0,0 08-29~1,1,1,1,0 05-27~1,1,1,0,0 08-22~1,1,0,0,0 08-25~1,1,0,0,0 08-11~1,1,0,0,0 2026-08M~1,1,0,0,0 07-11~1,1,0,0,0 08-28~1,1,0,0,0 08-08~1,1,1,0,0 2026-08~12,12,3,1,0 08-14~1,1,0,0,0 06-20~1,1,0,0,0 08-23~3,3,1,0,0 08-30~2,1,0,0,0 05-04~2,2,0,0,0 07-06~1,1,1,1,0 05-31~1,1,0,0,0 07-26~1,1,1,0,0 07-22~1,1,0,0,0 08-01~1,1,0,0,0 05-18~1,1,0,0,0 09-01~1,1,0,0,0 2026-05M~1,1,0,0,0 2026-09~1,1,0,0,0 05-20~1,1,0,0,0 07-21~1,1,0,0,0
103128376_486395|05-26~2,1,1,1,0 09-02~2,0,0,0,0 05-01~1,0,0,0,0 07-27~1,0,0,0,0 07-15~3,0,0,0,0 07-21~1,0,0,0,0 08-08~1,0,0,0,0 08-31~4,1,1,0,0 06-09~1,0,0,0,0 07-11~1,0,0,0,0 08-16~1,0,0,0,0 2026-09M~3,0,0,0,0 07-03~1,0,0,0,0 05-14~4,1,0,0,0 08-17~1,0,0,0,0 06-06~1,0,0,0,0 06-05~1,0,0,0,0 06-27~3,0,0,0,0 all~32,12,7,4,1 07-12~1,0,0,0,0 2026-05M~2,1,0,0,0 07-07~3,0,0,0,0 06-25~3,0,0,0,0 06-15~1,0,0,0,0 08-10~1,0,0,0,0 08-29~2,0,0,0,0 07-24~1,0,0,0,0 07-29~1,0,0,0,0 08-15~1,0,0,0,0 07-05~2,0,0,0,0 2026-07M~1,0,0,0,0 2026-09~3,0,0,0,0 06-10~1,0,0,0,0 07-08~2,0,0,0,0 07-19~1,0,0,0,0 08-30~1,0,0,0,0 2026-05~15,7,4,2,0 06-22~1,0,0,0,0 08-07~1,0,0,0,0 05-07~2,0,0,0,0 05-27~1,0,0,0,0 08-04~1,0,0,0,0 06-17~1,0,0,0,0 06-11~4,1,0,0,0 07-09~1,0,0,0,0 05-28~1,0,0,0,0 07-04~1,0,0,0,0 07-01~1,0,0,0,0 06-19~2,0,0,0,0 05-23~1,0,0,0,0 05-09~1,0,0,0,0 07-23~1,0,0,0,0 07-06~3,1,0,0,0 05-21~1,0,0,0,0 07-16~1,0,0,0,0 06-20~1,0,0,0,0 06-24~1,0,0,0,0 05-10~1,0,0,0,0 2026-08~12,4,3,2,1 08-12~1,0,0,0,0 2026-06~10,1,0,0,0 08-01~2,1,0,0,0 05-08~1,0,0,0,0 05-17~2,1,1,0,0 08-03~2,0,0,0,0 07-02~1,0,0,0,0 08-09~1,0,0,0,0 05-29~1,0,0,0,0 2026-07~10,1,0,0,0 05-22~3,0,0,0,0 2026-08M~2,1,1,1,1 08-21~1,0,0,0,0 08-18~2,0,0,0,0 08-25~1,0,0,0,0 08-13~1,0,0,0,0 05-30~2,1,0,0,0 08-02~2,1,1,1,1 08-05~1,0,0,0,0 05-11~1,0,0,0,0 06-16~2,0,0,0,0 07-13~1,0,0,0,0 06-12~1,0,0,0,0 07-20~2,0,0,0,0 06-26~1,0,0,0,0 07-14~1,0,0,0,0 06-08~1,0,0,0,0 07-10~2,0,0,0,0 08-19~1,0,0,0,0 09-01~2,0,0,0,0 05-24~1,0,0,0,0 05-25~1,0,0,0,0 07-22~2,0,0,0,0 07-31~1,0,0,0,0 06-29~1,0,0,0,0 05-02~2,1,0,0,0 08-24~2,1,1,1,0 06-14~2,0,0,0,0 05-13~3,0,0,0,0 06-13~1,0,0,0,0 05-18~2,1,1,1,0 08-06~2,0,0,0,0 07-17~2,0,0,0,0 08-27~3,1,0,0,0 08-22~1,0,0,0,0 08-14~1,0,0,0,0 06-07~1,0,0,0,0 07-26~1,0,0,0,0 05-05~1,0,0,0,0 05-19~1,0,0,0,0 06-18~1,0,0,0,0 08-20~2,0,0,0,0 08-28~2,0,0,0,0 08-26~1,0,0,0,0 07-25~1,0,0,0,0 07-18~1,0,0,0,0 08-11~1,0,0,0,0 05-03~2,0,0,0,0 05-20~1,0,0,0,0 05-31~2,1,1,0,0 06-23~2,0,0,0,0 07-28~1,0,0,0,0 06-30~1,0,0,0,0 07-30~2,0,0,0,0 06-28~1,0,0,0,0 05-06~1,0,0,0,0 05-04~1,0,0,0,0
103157756_487754|07-21~1,0,0,0,0 06-18~5,0,0,0,0 09-02~2,0,0,0,0 08-02~3,0,0,0,0 05-23~3,0,0,0,0 06-28~3,0,0,0,0 07-30~2,1,1,1,0 06-12~4,1,1,0,0 07-04~6,1,0,0,0 07-03~3,0,0,0,0 07-24~6,0,0,0,0 07-14~1,0,0,0,0 2026-08~53,9,4,4,2 07-17~1,0,0,0,0 08-25~3,1,1,1,0 07-05~4,0,0,0,0 08-26~4,0,0,0,0 05-27~5,2,0,0,0 06-17~1,0,0,0,0 05-16~2,0,0,0,0 08-29~4,0,0,0,0 07-09~6,0,0,0,0 06-11~4,1,0,0,0 05-24~1,0,0,0,0 05-03~1,0,0,0,0 07-02~4,0,0,0,0 08-06~1,0,0,0,0 07-12~3,0,0,0,0 07-07~3,0,0,0,0 2026-08M~6,1,0,0,0 08-12~1,0,0,0,0 07-11~2,1,1,1,1 06-09~3,2,1,1,1 07-08~3,1,1,1,0 06-10~6,2,2,2,0 2026-07~53,12,7,6,1 05-19~1,1,0,0,0 05-21~1,0,0,0,0 08-14~3,0,0,0,0 08-22~4,0,0,0,0 08-09~1,0,0,0,0 06-14~4,1,1,1,0 05-11~3,2,0,0,0 06-13~3,0,0,0,0 all~156,45,25,21,9 08-01~4,1,0,0,0 06-24~4,1,0,0,0 07-15~2,0,0,0,0 07-16~3,0,0,0,0 2026-09M~6,2,1,1,0 08-21~6,0,0,0,0 06-27~4,2,2,1,1 06-29~3,0,0,0,0 07-31~5,1,0,0,0 07-06~3,0,0,0,0 08-18~7,1,0,0,0 07-26~7,0,0,0,0 08-03~4,0,0,0,0 05-05~1,0,0,0,0 07-29~3,0,0,0,0 06-22~2,0,0,0,0 07-20~4,0,0,0,0 07-25~2,0,0,0,0 08-16~5,2,1,1,0 06-20~5,2,2,1,0 05-26~1,0,0,0,0 05-01~2,0,0,0,0 06-02~1,1,0,0,0 06-15~4,0,0,0,0 05-17~2,1,1,0,0 05-15~1,1,1,0,0 07-23~5,2,1,1,0 06-06~2,1,0,0,0 06-23~4,2,1,1,1 05-22~1,0,0,0,0 06-30~5,1,0,0,0 07-28~4,1,1,1,0 05-14~2,0,0,0,0 06-21~4,0,0,0,0 06-26~6,2,0,0,0 08-28~5,0,0,0,0 08-31~5,1,1,1,1 2026-06~51,19,11,8,4 08-05~1,0,0,0,0 05-07~2,0,0,0,0 05-08~1,1,0,0,0 08-11~5,0,0,0,0 07-22~4,2,1,0,0 09-01~6,2,1,1,0 08-19~5,0,0,0,0 08-08~2,1,0,0,0 05-02~2,0,0,0,0 08-20~5,0,0,0,0 05-30~1,0,0,0,0 08-30~4,0,0,0,0 06-25~7,1,1,1,1 2026-05~27,7,2,1,0 06-04~1,0,0,0,0 07-19~2,0,0,0,0 05-31~1,0,0,0,0 08-24~6,1,0,0,0 06-16~6,0,0,0,0 05-10~1,0,0,0,0 08-17~2,1,1,1,0 2026-05M~3,0,0,0,0 05-25~2,0,0,0,0 07-18~4,1,0,0,0 05-13~2,2,0,0,0 08-27~4,0,0,0,0 06-03~1,0,0,0,0 2026-09~6,2,1,1,0 05-09~2,0,0,0,0 08-10~3,1,0,0,0 07-13~2,0,0,0,0 06-05~2,0,0,0,0 2026-07M~4,0,0,0,0 08-23~4,0,0,0,0 07-10~3,0,0,0,0 06-08~3,1,0,0,0 07-27~4,1,1,1,0 05-12~2,0,0,0,0 2026-06M~1,1,0,0,0 05-04~1,0,0,0,0 06-19~5,0,0,0,0 07-01~2,0,0,0,0 08-13~2,0,0,0,0 05-28~3,0,0,0,0
103157797_487755|06-21~1,1,0,0,0 05-19~4,2,1,0,0 07-07~1,0,0,0,0 06-18~1,0,0,0,0 2026-07M~4,1,0,0,0 05-29~3,0,0,0,0 08-03~10,0,0,0,0 07-23~1,1,0,0,0 05-26~1,0,0,0,0 05-25~1,0,0,0,0 08-24~196,0,0,0,0 05-07~1,0,0,0,0 08-15~3,2,0,0,0 08-27~1,1,1,1,0 06-17~1,0,0,0,0 07-04~2,1,0,0,0 07-03~2,0,0,0,0 2026-05~37,5,2,1,1 all~1344,18,9,6,1 09-02~1,0,0,0,0 07-27~97,0,0,0,0 05-30~2,0,0,0,0 06-12~2,0,0,0,0 05-17~4,0,0,0,0 2026-05M~1,0,0,0,0 07-01~1,0,0,0,0 06-19~2,1,1,0,0 08-05~1,0,0,0,0 05-21~1,0,0,0,0 05-02~1,0,0,0,0 06-27~1,0,0,0,0 06-13~2,0,0,0,0 06-20~1,1,1,0,0 07-06~94,0,0,0,0 05-22~1,0,0,0,0 2026-06M~7,1,1,0,0 05-31~3,1,0,0,0 06-08~1,1,0,0,0 07-10~1,0,0,0,0 06-03~4,0,0,0,0 07-16~1,0,0,0,0 06-29~83,0,0,0,0 07-13~87,0,0,0,0 07-19~1,0,0,0,0 06-01~2,0,0,0,0 08-31~78,0,0,0,0 07-28~2,0,0,0,0 06-30~3,0,0,0,0 08-18~2,0,0,0,0 2026-08~666,5,2,2,0 08-23~1,0,0,0,0 06-28~2,0,0,0,0 05-15~4,0,0,0,0 07-22~4,1,1,1,0 07-11~2,1,0,0,0 08-02~1,0,0,0,0 06-02~5,1,1,0,0 07-02~3,1,0,0,0 08-16~1,0,0,0,0 07-08~1,0,0,0,0 08-17~186,0,0,0,0 2026-06~197,6,4,2,0 08-04~1,1,0,0,0 08-30~3,0,0,0,0 05-28~3,0,0,0,0 06-04~1,0,0,0,0 2026-07~377,6,1,1,0 05-16~1,0,0,0,0 06-22~93,0,0,0,0 08-01~1,0,0,0,0 05-23~1,0,0,0,0 07-05~1,0,0,0,0 07-20~88,0,0,0,0 06-14~1,0,0,0,0 2026-09M~77,0,0,0,0 2026-09~77,0,0,0,0 08-13~1,0,0,0,0 05-14~6,0,0,0,0 08-26~2,0,0,0,0 06-25~3,1,1,1,0 08-10~95,0,0,0,0 07-21~1,0,0,0,0 05-13~2,1,0,0,0 05-20~4,2,1,1,0 06-23~2,0,0,0,0 07-18~1,1,0,0,0 08-11~91,0,0,0,0 07-09~1,0,0,0,0 08-29~1,1,1,1,0 08-07~1,0,0,0,0 05-10~1,1,0,0,0 05-08~4,0,0,0,0 08-19~1,0,0,0,0 09-01~76,0,0,0,0 06-26~1,0,0,0,0 06-24~1,0,0,0,0 06-15~1,0,0,0,0 2026-08M~2,0,0,0,0 07-12~3,0,0,0,0
103600904_493485|05-22~19,16,0,0,0 05-12~28,26,0,0,0 05-11~26,25,0,0,0 05-28~15,15,0,0,0 05-26~19,18,0,0,0 05-21~20,17,0,0,0 05-27~1,0,0,0,0 05-20~20,16,0,0,0 05-09~31,31,0,0,0 05-16~20,20,0,0,0 05-30~21,21,0,0,0 05-25~29,28,0,0,0 05-29~26,26,0,0,0 2026-06M~5,5,0,0,0 05-13~24,22,0,0,0 05-17~13,13,0,0,0 05-14~21,19,1,0,0 05-24~34,34,0,0,0 05-18~23,20,0,0,0 05-07~2,2,0,0,0 06-01~5,5,0,0,0 05-10~22,22,0,0,0 05-19~26,23,0,0,0 2026-06~5,5,0,0,0 2026-05~490,489,3,1,1 05-15~28,26,2,1,1 05-31~18,18,0,0,0 05-08~3,3,0,0,0 05-23~32,32,0,0,0 all~495,494,3,1,1
103972272_494526|06-03~1,0,0,0,0 05-13~1,1,1,0,0 06-26~1,1,0,0,0 05-26~1,0,0,0,0 05-23~1,0,0,0,0 05-22~15,15,11,5,0 2026-06M~1,0,0,0,0 2026-07~1,0,0,0,0 05-21~1,1,1,1,0 06-02~1,0,0,0,0 2026-06~2,1,0,0,0 07-01~1,0,0,0,0 05-25~1,0,0,0,0 08-30~1,1,0,0,0 2026-05~20,20,15,6,0 05-30~1,1,0,0,0 05-14~2,2,2,0,0 2026-08~1,1,0,0,0 08-31~1,1,0,0,0 05-20~1,1,0,0,0 2026-07M~1,0,0,0,0 all~20,20,15,7,0
